,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
194,"Awana Transport Hub Genting Highlands Resorts, 69000 Genting Highlands, Pahang, Malaysia",3.404295,101.7832708,GEOMETRIC_CENTER,ChIJe3CFsT0UzDERHul0m-p7sW0,"establishment,point_of_interest",69000,Awana SkyCentral[126],1,OK
195,"Genting Highlands, 69000 Genting Highlands, Pahang, Malaysia",3.4229492,101.7934354,GEOMETRIC_CENTER,ChIJ235KkwAUzDERH3vgvWTDy4w,"establishment,point_of_interest,shopping_mall",69000,First World Plaza[127],1,OK
196,"KM13, 69000 Genting Highlands, Pahang, Malaysia",3.4033765,101.7831159,GEOMETRIC_CENTER,ChIJQwP5jDwUzDERqbMpmoMrOxU,"establishment,point_of_interest,shopping_mall",69000,Genting Highlands Premium Outlet[128][129],1,OK
197,"Resorts World Genting, Genting Highlands, 69000 Genting Highlands, Pahang, Malaysia",3.4250433,101.7963925,GEOMETRIC_CENTER,ChIJnS8ZEgEUzDERPCZ8T9g2rvs,"establishment,point_of_interest,shopping_mall",69000,SkyAvenue[130],1,OK
198,"Level 8 Menara Khuan Choo 75A, Jalan Raja Chulan, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1502134,101.7121302,GEOMETRIC_CENTER,ChIJz7ywUSs2zDERB7yr1X51wdM,"establishment,general_contractor,point_of_interest",50200,Pavilion Genting Highlands[131] (Opening soon),1,OK
199,"G33, (Ground Floor), Berjaya Megamall, Jalan Tun Ismail, 25000, Kuantan, Pahang, 25000 Kuantan, Pahang, Malaysia",3.8152359,103.3300424,GEOMETRIC_CENTER,ChIJQ8uNAZG6yDERxj6Er1okPwQ,"establishment,point_of_interest,shopping_mall",25000,Berjaya Megamall,1,OK
200,,,,,,,,East Coast Mall[132],0,ZERO_RESULTS
201,"Jalan Haji Abdul Rahman, 25000 Kuantan, Pahang, Malaysia",3.8050068,103.3231327,GEOMETRIC_CENTER,ChIJmwiZg3-7yDEREO95KCC8QEc,"establishment,point_of_interest,shopping_mall",25000,Kuantan Parade[133],1,OK
202,"Jalan Putra Square 6, 1, Level 5, Putra Square, 25300 Kuantan, Pahang, Malaysia",3.817596299999999,103.3275975,ROOFTOP,ChIJL8ndyJO6yDERPPk1Ik4szJc,"establishment,point_of_interest,shopping_mall",25300,Kuantan City Mall[134],1,OK
203,,,,,,,,Teruntum Complex,0,ZERO_RESULTS
204,"A91, Jalan Tun Ismail, Sri Dagangan Bussiness Centre, 25000 Kuantan, Pahang, Malaysia",3.8124961,103.326357,ROOFTOP,ChIJKQjrAZG6yDERuei33QBbSxw,"establishment,home_goods_store,point_of_interest,shopping_mall,store",25000,Gio Mall[135],1,OK
205,"Temerloh, Pahang, Malaysia",3.448649,102.4163482,APPROXIMATE,ChIJmW_fx5a4zjERfURcwsYR73Q,"locality,political",,Temerloh Mall,1,OK
206,"Pusat Perniagaan Cengal 2, 87, Kampung Carak Paya Dalam, 28000 Temerloh, Pahang, Malaysia",3.4580056,102.4017715,GEOMETRIC_CENTER,ChIJZ3qtdvi4zjERAAp2YE8V7nU,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",28000,TMG Temerloh,1,OK
207,"Lot F-74, Tingkat 2, Mentakab Star Mall, No.1, Jalan Star City 1, Star City, 28400 Mentakab, Pahang, Malaysia",3.471256,102.331764,GEOMETRIC_CENTER,ChIJzxUKzBO6zjERVgo96TTJPoo,"establishment,movie_theater,point_of_interest",28400,Mentakab Star Mall,1,OK
208,"182, Jalan Magazine, 10300 George Town, Pulau Pinang, Malaysia",5.4130454,100.3311692,ROOFTOP,ChIJiW2u2vHDSjARY7j9FGS58aM,"establishment,point_of_interest,shopping_mall",10300,1st Avenue Mall,1,OK
209,"87 Thanon Witthayu, Khwaeng Lumphini, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",13.7390209,100.5483427,ROOFTOP,ChIJGcZvpN6e4jARHLoBiwtSryg,"establishment,point_of_interest,shopping_mall",10330,All Seasons Place,2,OK
210,"3A, 06-01, Jalan Rumbia, Kampung Seberang Paya, 11900 Bayan Lepas, Pulau Pinang, Malaysia",5.3335423,100.2911131,ROOFTOP,ChIJY49WfUTASjARbSbexT9iW5I,"establishment,point_of_interest,shopping_mall",11900,Bukit Jambul Complex[136],1,OK
211,"70-1-76 D'Piazza Mall, Bayan Baru, 11900 Bayan Lepas, Pulau Pinang, Malaysia",5.3265257,100.2833421,GEOMETRIC_CENTER,ChIJq4Mf6mrASjAR8xp7dE9WrnQ,"establishment,point_of_interest,shopping_mall",11900,D'Piazza Mall[137],1,OK
212,"10000 George Town, Penang, Malaysia",5.4135005,100.3281261,ROOFTOP,ChIJP4ZrkJXDSjAR5s5Fu2PrF4A,"establishment,premise",10000,GAMA Supermarket & Departmental Store,1,OK
213,"Jalan Mahsuri, Bandar Bayan Baru, 11900 Bayan Lepas, Pulau Pinang, Malaysia",5.326665999999999,100.2850209,GEOMETRIC_CENTER,ChIJwS-OUzfBSjARbC6nqMwbYN8,"establishment,point_of_interest",11900,GBS@Mayang[138],1,OK
214,"163-D, Gurney Paragon Mall,, Gurney Drive, 10250 George Town, Penang, Malaysia",5.4357127,100.3108976,GEOMETRIC_CENTER,ChIJHTeoOQbDSjARsTHDtwiCS9Y,"establishment,point_of_interest,shopping_mall",10250,Gurney Paragon,1,OK
215,"170, Persiaran Gurney, Pulau Tikus, 10250 George Town, Pulau Pinang, Malaysia",5.4380431,100.3100232,ROOFTOP,ChIJbV1ghQPDSjARqoUoHwF0xjM,"establishment,point_of_interest,shopping_mall",10250,Gurney Plaza,1,OK
216,"UNIT NO.1B&1D, 1.01-4.01, KOMTAR, Jln Penang, 10000 George Town, Penang, Malaysia",5.4139293,100.3305011,GEOMETRIC_CENTER,ChIJ2XnugpbDSjARJDud-jMiUY8,"establishment,point_of_interest,shopping_mall",10000,ICT @ Komtar Digital Mall[139],1,OK
217,,,,,,,,Island Plaza[140],0,ZERO_RESULTS
218,"Komtar, 10450 George Town, Pulau Pinang, Malaysia",5.414587200000001,100.3297474,ROOFTOP,ChIJP4BcxJXDSjARIkAwoVy-ih8,premise,10450,Komtar,1,OK
219,"Jalan Dato Keramat, 10150 George Town, Pulau Pinang, Malaysia",5.4125569,100.3247849,GEOMETRIC_CENTER,ChIJ2ziG27jDSjARhoP6nQ0i4pE,"establishment,point_of_interest,shopping_mall",10150,M Mall O2O[141],1,OK
220,"Lengkok Mayang Pasir, Jalan Mayang Pasir1, Bandar Bayan Baru, 11950 Bayan Lepas, Penang, Malaysia",5.3252774,100.2849948,GEOMETRIC_CENTER,ChIJc9RdG2vASjARY_wOBCsNT_E,"establishment,point_of_interest",11950,One Precinct[142],1,OK
221,"George Town, Penang, Malaysia",5.414130699999999,100.3287506,APPROXIMATE,ChIJ1XsrrZfDSjARNLmpeFnkmiM,"locality,political",,Penang Plaza[143],1,OK
222,"144, Jalan Dato Keramat, George Town, 10150 George Town, Pulau Pinang, Malaysia",5.412176,100.3256387,ROOFTOP,ChIJx4NOur_DSjARgnX41oDHC9g,"establishment,point_of_interest,shopping_mall",10150,Penang Times Square,1,OK
223,"Prangin Mall, No 33, Jalan Dr Lim Chwee Leong, George Town, 10100 George Town, Pulau Pinang, Malaysia",5.414683,100.331112,ROOFTOP,ChIJtyM86gTDSjARnGWY72xSErw,"establishment,point_of_interest,shopping_mall",10100,Prangin Mall,1,OK
224,"Queensbay Mall, 100, Persiaran Bayan Indah, 11900 Bayan Lepas, Pulau Pinang, Malaysia",5.333177399999999,100.3066084,ROOFTOP,ChIJM9-dQfbASjARRVPI8nLX1Po,"establishment,point_of_interest,shopping_mall",11900,Queensbay Mall,1,OK
225,"8 Allstate Rd, Boston, MA 02118, USA",42.3267576,-71.0630645,ROOFTOP,ChIJZVUPeE9644kRm3iAoVhZfUw,"establishment,point_of_interest,shopping_mall",02118,Southbay Plaza[144],1,OK
226,"Jln Paya Terubung, Paya Terubong, 11500 Ayer Itam, Pulau Pinang, Malaysia",5.376936499999999,100.2753213,GEOMETRIC_CENTER,ChIJ9WVyrtnBSjARtiipj9BwCb0,"establishment,general_contractor,point_of_interest",11500,Sunway Valley City Mall[145] (Opening soon),1,OK
227,"Jalan Seri Tanjung Pinang 10470 Tanjong Tokong, Penang Malaysia, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang, Malaysia",5.458031399999999,100.3133518,GEOMETRIC_CENTER,ChIJXb6HaCTDSjARjZhU6LZAiBA,"establishment,point_of_interest,shopping_mall",,Straits Quay,1,OK
228,"Lebuh Tunku Kudin 3, 11700 Gelugor, Pulau Pinang, Malaysia",5.378237599999999,100.3142186,GEOMETRIC_CENTER,ChIJ9QZIaHDBSjAR6cc61_RZX80,"establishment,point_of_interest,shopping_mall",11700,Udini Square,1,OK
229,"Lot No. 30908, Jalan Rozhan, Alma, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",5.3210688,100.4775282,GEOMETRIC_CENTER,ChIJJ765yjbISjARftvwF1hc4Io,"establishment,point_of_interest,shopping_mall",14000,AEON Mall Bukit Mertajam[146],1,OK
230,"Bukit Mertajam, Penang, Malaysia",5.365458,100.4590091,APPROXIMATE,ChIJv5O4mOXISjARKozSIPcWMXY,"locality,political",,Bukit Mertajam Wholesale City[147],2,OK
231,,,,,,,,Design Village[148],0,ZERO_RESULTS
232,"2828, Jalan Baru, Bandar Perai Jaya, 13600 Perai, Pulau Pinang, Malaysia",5.3761839,100.4001367,ROOFTOP,ChIJA94VQ2PGSjARnuHtz6USRNE,"establishment,point_of_interest,shopping_mall",13600,Megamal Pinang[149],1,OK
233,"Pearl City, HI 96782, USA",21.3972222,-157.9733333,APPROXIMATE,ChIJF0thrGhnAHwRS1i9ROEUQds,"locality,political",96782,Pearl City Mall[150],1,OK
234,"Sunway Carnival Mall 3068, Jalan Todak Pusat Bandar Seberang Jaya, Seberang Jaya, 13700 Perai, Pulau Pinang, Malaysia",5.3985132,100.3980465,GEOMETRIC_CENTER,ChIJd4X4hs3FSjARHHCpdB9aIkA,"establishment,point_of_interest,shopping_mall",13700,Sunway Carnival Mall[151],1,OK
235,"1, 1, Hala Falim 6, Taman Falim, 30200 Ipoh, Perak, Malaysia",4.5815648,101.0608002,ROOFTOP,ChIJTVk6cY3ryjER5TKZzn54rho,"establishment,point_of_interest,shopping_mall",30200,AEON Midtown Falim at Falim IPOH,1,OK
236,"Station 18, 31650 Ipoh, Perak, Malaysia",4.543248,101.068835,APPROXIMATE,ChIJQVFbekvpyjERUSfx3OVcGvQ,"political,sublocality,sublocality_level_1",31650,�ON Mall Ipoh Station 18,1,OK
237,,,,,,,,�ON Mall Kinta City,0,ZERO_RESULTS
238,,,,,,,,�ON Mall Klebang,0,ZERO_RESULTS
239,,,,,,,,�ON Midtown Falim[152],0,ZERO_RESULTS
240,"24, Jalan Raja Ashman Shah, Kampung Kastam Greentown, 30450 Ipoh, Perak, Malaysia",4.6029193,101.0945349,ROOFTOP,ChIJj_FpyPTsyjER-kmUd0bHGkg,"establishment,point_of_interest,shopping_mall",30450,Angsana Ipoh Mall[153],1,OK
241,"105, Jalan Sultan Abdul Jalil, Pusat Perdagangan Greentown, 30450 Ipoh, Perak, Malaysia",4.597172,101.090072,ROOFTOP,ChIJexNEPDjtyjERgZb_jf0yDCE,"establishment,point_of_interest,shopping_mall",30450,IPOH Parade,1,OK
242,"Jalan Laxamana, 30300 Ipoh, Perak, Malaysia",4.597325,101.0813361,ROOFTOP,ChIJlVasIX3syjERYozWG5-Obcg,"establishment,point_of_interest,premise,shopping_mall",30300,Kompleks Yik Foong[154],1,OK
243,"Perak IT Mall, jalan, Tawas Idaman 2, taman tawas idaman, 30010 Ipoh, Perak, Malaysia",4.6606065,101.1096303,GEOMETRIC_CENTER,ChIJ68dFc5-TyjERRX8bpKia0lM,"establishment,point_of_interest,shopping_mall",30010,Perak IT Mall,1,OK
244,"1, Persiaran Lagun Sunway, Sunway City, 31150 Ipoh, Perak, Malaysia",4.6249236,101.1542368,ROOFTOP,ChIJ7Z19qqnyyjERjI16PdKY99M,"amusement_park,establishment,lodging,point_of_interest,tourist_attraction",31150,Sunway Tambun[155] (Opening in 2023),1,OK
245,"lot 312205, Jalan Batu Karang, Taman Kolej Perdana, 31900 Kampar, Perak, Malaysia",4.3280664,101.1469817,ROOFTOP,ChIJ9yvIo7viyjER849yN-rr1xk,"establishment,point_of_interest,shopping_mall",31900,Tin Village Mall,1,OK
246,,,,,,,,Kampar Terminal Mall,0,ZERO_RESULTS
247,"Seri Manjung, Perak, Malaysia",4.195868,100.664788,APPROXIMATE,ChIJ19-84B4tyzERxf5ePi6qY0s,"locality,political",,�ON Mall Seri Manjung],1,OK
248,"Taiping, Perak, Malaysia",4.851932,100.7416339,APPROXIMATE,ChIJ6b7ylVSuyjERph2aqAnUfYY,"locality,political",,�ON Mall Taiping[156],1,OK
249,"Jalan Tupai 3A Taiping Mall 33 Level 3A, 34000 Taiping, Perak, Malaysia",4.8497629,100.7425103,GEOMETRIC_CENTER,ChIJ6z-P8veuyjERbXm4cgBGUcY,"establishment,food,lodging,movie_theater,point_of_interest,restaurant,shopping_mall,store",34000,Taiping Mall[157],1,OK
250,"36, Jalan Istana Larut, 34000 Taiping, Perak, Malaysia",4.8658188,100.7312078,ROOFTOP,ChIJIRqTuJSuyjERGHkwbvpNT9I,"establishment,point_of_interest,shopping_mall",34000,Taiping Sentral Mall[158],1,OK
251,"Jalan Masak, 89000 Keningau, Sabah, Malaysia",5.334461,116.1528357,GEOMETRIC_CENTER,ChIJP4u9vhbvPDIR1GlIC1RyZi8,"establishment,point_of_interest,shopping_mall",89000,Keningau Mall[159],1,OK
252,"Harbour Square, Pusat Bandar Sandakan, 90000 Sandakan, Sabah, Malaysia",5.838768,118.1196785,GEOMETRIC_CENTER,ChIJ67qB8y7FODIRTSid5jAJRTY,"establishment,point_of_interest,shopping_mall",90000,Harbour Mall Sandakan[160],1,OK
253,"Eastern plaza, Hatirpoo1, Dhaka-111, ঢাকা 1205, Bangladesh",23.7435492,90.3918297,GEOMETRIC_CENTER,ChIJef75Yb64VTcR2l_FOMKIIp8,"establishment,point_of_interest,shopping_mall",1205,Eastern Plaza,1,OK
254,"Lot G333-G335 & G352-G354 Ground Floor One Borneo Hypermall Jalan Sulaman, 88400 Kota Kinabalu, Sabah, Malaysia",6.034971,116.1291922,GEOMETRIC_CENTER,ChIJvVRqQXtrOzIRFupvUkPRnMs,"establishment,point_of_interest,store",88400,1Borneo Hypermall,1,OK
255,"1, Lorong Centre Point, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",5.9779246,116.0720678,ROOFTOP,ChIJkce5cZFpOzIRjIoLqYz9yDE,"establishment,point_of_interest,shopping_mall",88000,Centre Point Sabah[161],1,OK
256,,,,,,,,Grand Merdeka[162],0,ZERO_RESULTS
257,"KK Times Square, Phase 2, Off Coastal Highway, 88100 Kota Kinabalu, Sabah, Malaysia",5.9708621,116.0663544,ROOFTOP,ChIJGwRDk79pOzIRjM0ywHUkgDM,"establishment,point_of_interest,shopping_mall",88100,Imago KK Times Square[163],1,OK
258,"3, Jln Haji Saman, 88000 Kota Kinabalu, Sabah, Malaysia",5.9887991,116.078363,ROOFTOP,ChIJO-wTx4dpOzIRQuGKel6uXuE,"establishment,point_of_interest,shopping_mall",88000,Jesselton Residences (Jesselton Duty Free Mall),2,OK
259,"Lorong Karamunsing, Karamunsing, 88100 Kota Kinabalu, Sabah, Malaysia",5.970698899999999,116.0749876,GEOMETRIC_CENTER,ChIJn0XAjWNpOzIRfJFWAd7l1OQ,"establishment,point_of_interest,shopping_mall",88100,Karamunsing Complex[164],1,OK
260,"5th Floor Megalong Shopping Mall., Pekan Donggongon, 89500 Penampang, Sabah, Malaysia",5.9127259,116.1027167,GEOMETRIC_CENTER,ChIJ1ZskZ51oOzIRLZjgRkA4N3Q,"establishment,movie_theater,point_of_interest",89500,Mega Long Mall[165],1,OK
261,"Jalan Tun Fuad Stephen, 88000 Kota Kinabalu, Sabah, Malaysia",5.977028199999999,116.0689252,GEOMETRIC_CENTER,ChIJl47lj5NpOzIRWdYgNk33guk,"establishment,point_of_interest,shopping_mall",88000,Oceanus Waterfront Mall[166],1,OK
262,,,,,,,,Plaza Shell[167],0,ZERO_RESULTS
263,"1, Jalan Tun Fuad Stephens, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",5.9869207,116.0772856,ROOFTOP,ChIJZzdhHIZpOzIRr_9CABl11w8,"establishment,point_of_interest,shopping_mall",88000,Suria Sabah[168],1,OK
264,"Sutera Avenue, 88100 Kota Kinabalu, Malaysia",5.9651955,116.0569458,GEOMETRIC_CENTER,ChIJCcjissVpOzIRHHYMC6Qjsjs,route,88100,Sutera Avenue,1,OK
265,"Wisma Merdeka, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",5.985680899999999,116.0760034,ROOFTOP,ChIJx0YlTo9pOzIRqDvCkT9PFDI,"establishment,florist,point_of_interest,store",88000,Wisma Merdeka[169],1,OK
266,"Jln Lapan Belas, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",5.982796,116.0736188,ROOFTOP,ChIJM-QZTI5pOzIRjr9n0ABjWcU,"establishment,premise",88000,KK Plaza,1,OK
267,,,,,,,,City Mall,0,ZERO_RESULTS
268,"ITCC, Jalan Pintas Penampang, 89500 Penampang, Sabah, Malaysia",5.9105558,116.0915985,GEOMETRIC_CENTER,ChIJ19aPpytmOzIROqzrsyYb1eg,"establishment,finance,point_of_interest,shopping_mall",89500,ITCC Penampang,1,OK
269,"Inanam, 88844 Kota Kinabalu, Sabah, Malaysia",5.993098799999999,116.1349755,GEOMETRIC_CENTER,ChIJB5WBsPhrOzIR8kPiSA3lje0,"establishment,point_of_interest,shopping_mall",88844,Inanam Mall,1,OK
270,,,,,,,,88 Mall,0,ZERO_RESULTS
271,"2021, Jalan Tuaran, Inanam, 88450 Kota Kinabalu, Sabah, Malaysia",6.0056832,116.1449846,ROOFTOP,ChIJ-1hlLGJpOzIRSNo7FWnw3es,"establishment,point_of_interest",88450,EG Mall Inanam,1,OK
272,"Jln Riverson 1, 88000 Kota Kinabalu, Sabah, Malaysia",5.968630399999999,116.0641532,GEOMETRIC_CENTER,ChIJpTn-msBpOzIRHUMFS1nwJWU,"establishment,point_of_interest,shopping_mall",88000,Riverson The Walk,1,OK
273,"Bintulu, Sarawak, Malaysia",3.171322,113.0419069,APPROXIMATE,ChIJ_dWdEhg0HDIRXIVjymU6CWw,"locality,political",,Bintulu Terminal Bus Station,1,OK
274,"445 Albee Square W, Brooklyn, NY 11201, USA",40.6909398,-73.9830629,ROOFTOP,ChIJo7JysLRbwokRGiWnsg65O_w,"establishment,point_of_interest,shopping_mall",11201,City Point Mall[170],1,OK
275,"Jln Abang Galau, Shahida Commercial Centre, 97000 Bintulu, Sarawak, Malaysia",3.1696009,113.0419616,GEOMETRIC_CENTER,ChIJJRGfEFzAHTIRSErGRB599Fs,"establishment,point_of_interest,store",97000,Li Hua Plaza,1,OK
276,,,,,,,,Medan Mall[171],0,ZERO_RESULTS
277,,,,,,,,Naim Street Mall[172],0,ZERO_RESULTS
278,"Commerce square Mall, Parkcity Commerce Square, 97000 Bintulu, Sarawak, Malaysia",3.1833544,113.039575,GEOMETRIC_CENTER,ChIJUVeI3lLAHTIRCSZqT6CDd84,"establishment,point_of_interest,shopping_mall",97000,Parkcity Commerce Square Mall[173],1,OK
279,,,,,,,,Parkcity Mall[174],0,ZERO_RESULTS
280,"Lot 4282, Jalan Tun Abdul Razak, 97000 Bintulu, Sarawak, Malaysia",3.1811596,113.034922,ROOFTOP,ChIJfV8Zdiin-zERfdb_PjWahro,"establishment,point_of_interest,shopping_mall",97000,The Spring Bintulu[175],1,OK
281,"97000 Bintulu, Sarawak, Malaysia",3.1976144,113.0881229,GEOMETRIC_CENTER,ChIJ_ZnV0zbBHTIROMVv66gSveo,"establishment,point_of_interest,shopping_mall",97000,Times Square Mega Mall[176],1,OK
282,"714, Jalan Tun Razak, 97000 Bintulu, Sarawak, Malaysia",3.2007132,113.0479617,ROOFTOP,ChIJp8F8YqDBHTIRPE9QOeK8I60,"establishment,point_of_interest,shopping_mall",97000,Boulevard Shopping Mall Bintulu,1,OK
283,"Kota Samarahan (Link), 94300 Kota Samarahan, Sarawak, Malaysia",1.4555349,110.4458866,GEOMETRIC_CENTER,ChIJfXcomDai-zERz-25oO6aCkI,"establishment,point_of_interest,shopping_mall",94300,Aiman Mall (@iman Mall)[177],1,OK
284,,,,,,,,Summer Mall[178],0,ZERO_RESULTS
285,"1 HSL Tower Lorong La Promenade 2, Kuching - Samarahan Expressway, 94300 Kota Samarahan, Sarawak, Malaysia",1.4961817,110.4016201,GEOMETRIC_CENTER,ChIJqaE7PTqh-zERjkGXDyapiDY,"establishment,point_of_interest,shopping_mall",94300,La Promenade Mall[179],1,OK
286,"Kuching, Sarawak, Malaysia",1.553504,110.3592927,APPROXIMATE,ChIJEb-MJYQH-zERcn6xGllXctM,"locality,political",,�ON Mall Kuching Central,1,OK
287,"30 Rue des Buissons, 95700 Roissy-en-France, France",48.9912088,2.5219686,ROOFTOP,ChIJ7xQr9KEV5kcRgvU1PBIoYBc,"establishment,point_of_interest,shopping_mall",95700,Aeroville Mall[180],1,OK
288,"Jalan Datuk Tawi Sli, Taman Seng Goon, 93250 Kuching, Sarawak, Malaysia",1.5096009,110.3359475,GEOMETRIC_CENTER,ChIJKx7fmlmn-zERwUOaYvQCrjI,"establishment,point_of_interest,shopping_mall",93250,Boulevard Shopping Mall,1,OK
289,"T20, 3rd Floor,Mall 2 City, One Megamall, 1, Jalan Song, Taman Phoning, 93350 Kuching, Sarawak, Malaysia",1.5207249,110.3544307,ROOFTOP,ChIJV2aCyhSn-zER02e58DpADVM,"establishment,point_of_interest,shopping_mall",93350,CityOne Megamall,1,OK
290,"4050 Tangle Dr # A, Richmond, VA 23228, USA",37.6217817,-77.5014515,ROOFTOP,ChIJy_skpbsVsYkRWGXlEA9vHQw,"establishment,point_of_interest",23228,Crown Square,1,OK
291,"Jalan Semariang, Petra Jaya, 93050 Kuching, Sarawak, Malaysia",1.5821345,110.3314548,GEOMETRIC_CENTER,ChIJZyffXjqp-zERpiMsP8Kcews,"establishment,point_of_interest,shopping_mall",93050,Eco Mall,1,OK
292,"131 King William St, Adelaide SA 5000, Australia",-34.9262881,138.5995003,ROOFTOP,ChIJzbhu99fOsGoRLsC5B_0Lu_o,"bar,establishment,point_of_interest",5000,Electra House,1,OK
293,"Lot 4547,Block 233,KNLD, Jalan Penrissen, 6th Mile, 93250 Kuching, Sarawak, Malaysia",1.4847492,110.3332518,GEOMETRIC_CENTER,ChIJKTb6OxWh-zERqTu8tWZFcqI,"establishment,point_of_interest,shopping_mall",93250,Farley Mall,1,OK
294,"93250 Kuching, Sarawak, Malaysia",1.5054878,110.2522746,GEOMETRIC_CENTER,ChIJOch6lFsJ-zERRTmRZkxKNCM,"establishment,point_of_interest,shopping_mall",93250,Genesis Parade,1,OK
295,"Lorong Lapangan Terbang 2, Green Heights, 93250 Kuching, Sarawak, Malaysia",1.502015,110.3464267,GEOMETRIC_CENTER,ChIJbTPON0yn-zERgUx0g5PW0-s,"establishment,point_of_interest,shopping_mall",93250,Green Heights Mall,1,OK
296,"2, Jalan Datuk Abang Abdul Rahim, 93450 Kuching, Sarawak, Malaysia",1.5529231,110.3675092,ROOFTOP,ChIJu75w5ben-zERSBnbU8o-_ZE,"establishment,point_of_interest",93450,Hock Lee Centre (Under renovation),1,OK
297,,,,,,,,Hopoh Shopping Centre,0,ZERO_RESULTS
298,"Lot 2 ground floor 6th mile, Jalan Penrissen, Kuching Sentral, 93250 Kuching, Sarawak, Malaysia",1.481769,110.331728,GEOMETRIC_CENTER,ChIJaxg4XaCg-zERJUf8IW8YmgY,"establishment,point_of_interest,shopping_mall,store",93250,Kuching Sentral,1,OK
299,"41, Jalan P. Ramlee, 93400 Kuching, Sarawak, Malaysia",1.5550688,110.33988,ROOFTOP,ChIJrYkW_fKn-zERFX83HXrGMmc,"establishment,point_of_interest,shopping_mall",93400,Majma Mall,1,OK
300,"73, second floor, Lorong Anggerik 7, Taman Matang Jaya, 93050 Kuching, Sarawak, Malaysia",1.5745264,110.2960721,ROOFTOP,ChIJnRQszNkH-zERbcIXvYrntXw,"establishment,point_of_interest,shopping_mall",93050,Matang Mall,1,OK
301,"55, Lor Moyan Utama 1, 93250 Kuching, Sarawak, Malaysia",1.4991868,110.251008,ROOFTOP,ChIJOVsCe-IL-zERtJbvZiNtCQI,"establishment,point_of_interest,shopping_mall",93250,Moyan Square,1,OK
302,,,,,,,,OneJaya Lifestyle Mall,0,ZERO_RESULTS
303,"Lot 14665, Block 11, Jalan Stutong, 93350 Kuching, Sarawak, Malaysia",1.5064918,110.3745468,ROOFTOP,ChIJXRDckiin-zERbiGD1TSr1ug,"electronics_store,establishment,point_of_interest,shopping_mall,store",93350,One TJ ICT Shopping Complex,1,OK
304,"Batu Kawah New Township, Jalan Batu Kawa, Bandar Baru Batu Kawa, 93250 Kuching, Sarawak, Malaysia",1.514467,110.304654,GEOMETRIC_CENTER,ChIJPdV-8JQJ-zERaH320gmkz5U,"establishment,lodging,point_of_interest",93250,Papillon Street Mall,1,OK
305,"88, Pearl Street, 93000 Kuching, Sarawak, Malaysia",1.5585742,110.344017,ROOFTOP,ChIJKXOlDu6n-zERSKBAccqMThA,"establishment,point_of_interest,shopping_mall",93000,Plaza Merdeka Shopping Center,1,OK
306,"Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak, Malaysia",1.557896,110.351547,GEOMETRIC_CENTER,ChIJxTI1fumn-zERWFarXNd_Ggk,"establishment,point_of_interest,shopping_mall",93100,Riverside Shopping Complex,1,OK
307,"Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak, Malaysia",1.5578172,110.3534262,GEOMETRIC_CENTER,ChIJ1acsHuqn-zERfcZi5B8SikU,"atm,establishment,finance,point_of_interest",93100,Sarawak Plaza,1,OK
