,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
308,"64, Jalan Simpang Tiga, Kampung Kenyalang Park, 93300 Kuching, Sarawak, Malaysia",1.5360203,110.3557502,ROOFTOP,ChIJ-51uE6Cn-zERdPThflnpP_A,"establishment,point_of_interest,shopping_mall",93300,ST3 Shopping Mall,1,OK
309,"93350, Jln Bayor Bukit, Muara Tebas, 93350 Kuching, Sarawak, Malaysia",1.5322445,110.3758948,ROOFTOP,ChIJB0xXqQGn-zERi8wDDyO5Wts,"establishment,point_of_interest,shopping_mall",93350,Tabuan Plaza,1,OK
310,"304, Persiaran, Kampung Kenyalang Park, 93300 Kuching, Sarawak, Malaysia",1.5355458,110.3582016,GEOMETRIC_CENTER,ChIJNfuDY6Cn-zERvKQMPnRpF04,"establishment,point_of_interest,shopping_mall",93300,The Spring Shopping Mall,1,OK
311,"18, Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak, Malaysia",1.5572825,110.3536731,ROOFTOP,ChIJMxI1GOqn-zERe5fd5SEvu3M,"establishment,point_of_interest,shopping_mall",93100,Tun Jugah Mall,1,OK
312,"Ground Floor, Jalan Wan Alwi, Taman Supreme, 93350 Kuching, Sarawak, Malaysia",1.5277544,110.3697119,ROOFTOP,ChIJSQayGQWn-zERvJDO9nzBZsE,"clothing_store,establishment,food,grocery_or_supermarket,movie_theater,point_of_interest,shopping_mall,store",93350,Vivacity Megamall,1,OK
313,"Wisma Saberkas, 3, Jalan Tun Abang Haji Openg, Kuching, Sarawak, Malaysia",1.5371692,110.3401903,ROOFTOP,ChIJN6tB-YKn-zER0w8kMhvUhxM,premise,,Wisma Saberkas,1,OK
314,"Wisma Satok, Jalan Satok, 93400 Kuching, Sarawak, Malaysia",1.5535837,110.3351635,ROOFTOP,ChIJS7Wvy_Sn-zER2ogeJaGRwL0,premise,93400,Wisma Satok,1,OK
315,,,,,,,,Wisma Sentosa,0,ZERO_RESULTS
316,"Jln Bayor Bukit, Tabuan Jaya, 93350 Kuching, Sarawak, Malaysia",1.5274726,110.3753701,GEOMETRIC_CENTER,ChIJcRhDGQOn-zERMFcnlsTL3hc,"establishment,point_of_interest,shopping_mall",93350,Wisma Wan,1,OK
317,"Limbang, Sarawak, Malaysia",4.755032,115.0081459,APPROXIMATE,ChIJ-yp8JCtvGDIRCG6oRTl_sZo,"locality,political",,Limbang Plaza,1,OK
318,"Lot 1264, Jalan Miri Pujut, Bintang Jaya, 98000 Miri, Sarawak, Malaysia",4.3970478,113.9932847,ROOFTOP,ChIJwU1sCCxPHzIR38IwE7G8EgQ,"establishment,point_of_interest,shopping_mall",98000,Bintang Megamall[181],1,OK
319,"2528, Jalan Boulevard 1b, Boulevard Commercial Centre, 98000 Miri, Sarawak, Malaysia",4.415000000000001,114.0130556,ROOFTOP,ChIJISnM_-dOHzIRQr_Q1a3yK7Q,"establishment,point_of_interest,shopping_mall",98000,Boulevard Shopping Mall Miri,1,OK
320,"3451 Dogwood Rd, El Centro, CA 92243, USA",32.7630397,-115.5306534,ROOFTOP,ChIJTb53w41m14ARxUrvxyP1YIg,"atm,establishment,finance,point_of_interest,shopping_mall",92243,Imperial Mall,1,OK
321,"Pelita Commercial Centre, 98000 Miri, Sarawak, Malaysia",4.4051808,114.0020905,GEOMETRIC_CENTER,ChIJW_Ks79dOHzIRsKEfnnwKuFI,"establishment,point_of_interest",98000,Miri Plaza,1,OK
322,"Jalan Pasar Lutong, Lutong, 98000 Miri, Sarawak, Malaysia",4.4707827,114.0106985,GEOMETRIC_CENTER,ChIJTazKyilOHzIR6R1ymSgnA_Q,"establishment,point_of_interest,shopping_mall",98000,MYY Mall,1,OK
323,"Permaisuri Imperial City Mall, Jalan Merpati, 98000 Miri, Sarawak, Malaysia",4.4005194,113.9906578,GEOMETRIC_CENTER,ChIJk_8V7C1PHzIR2EQYX_uYF6I,"establishment,point_of_interest,shopping_mall",98000,Permaisuri Imperial City Mall,1,OK
324,"Sublot 261, 1st Floor Permy Mall, Bandar Baru Permyjaya, 98000 Miri, Sarawak, Malaysia",4.4500689,114.0383533,GEOMETRIC_CENTER,ChIJNQ23dAVOHzIR0_0e66Y2yEE,"establishment,point_of_interest,shopping_mall",98000,Permy Mall,1,OK
325,"Jalan Merbau, 98000 Miri, Sarawak, Malaysia",4.3974004,113.9873538,GEOMETRIC_CENTER,ChIJ1xpDyjJPHzIR1PGW-L9My0c,"establishment,point_of_interest,shopping_mall",98000,Soon Hup Tower,1,OK
326,"Unit 2-19, 2nd Floor, Wisma Pelita Tunku, Jalan Padang, 98000 Miri, Sarawak, Malaysia",4.3906043,113.9875761,GEOMETRIC_CENTER,ChIJC4GnUM5IHzIReo4WAdETfIg,"establishment,point_of_interest",98000,Pelita Tunku,1,OK
327,"Jl. M. T. Haryono No.8, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",3.58767,98.6867939,ROOFTOP,ChIJfUn_3rYxMTARVw_rYkxCvhk,"establishment,point_of_interest,shopping_mall",20212,Medan Mall,1,OK
328,"Whitehall, OH 43213, USA",39.95660000000001,-82.8754,GEOMETRIC_CENTER,ChIJC6kM-O9iOIgR3zO4d0Gs4XY,"establishment,point_of_interest,shopping_mall",43213,Eastern Mall,1,OK
329,"Sri Aman, Sarawak, Malaysia",1.237031,111.462079,APPROXIMATE,ChIJx5cJE386-TERPYJLLxsOBb4,"locality,political",,Plaza Simanggang,1,OK
330,,,,,,,,Delta Mall,0,ZERO_RESULTS
331,"Jl. M. T. Haryono No.8, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",3.58767,98.6867939,ROOFTOP,ChIJfUn_3rYxMTARVw_rYkxCvhk,"establishment,point_of_interest,shopping_mall",20212,Medan Mall,1,OK
332,"Sarawak, Malaysia",1.5532783,110.3592127,APPROXIMATE,ChIJR25LAQ8q9jERABP-xW6lWvI,"administrative_area_level_1,political",,Sarawak House Shopping Complex,1,OK
333,"Jalan Tunku Abdul Rahman, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia",2.3047556,111.8637079,GEOMETRIC_CENTER,ChIJoZWYO8GB9zERZOSCHnj7MrY,"establishment,point_of_interest,shopping_mall",96000,Star Mega Mall,1,OK
334,"Jalan Ling Kai Cheng, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia",2.3255933,111.8538207,GEOMETRIC_CENTER,ChIJAbr87ot_9zERov8uxMqoRug,"establishment,point_of_interest,shopping_mall",96000,The Swan Square,1,OK
335,"Wisma Sanyan, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia",2.2905456,111.8253011,ROOFTOP,ChIJhX-1vNt_9zERgTJ41L75uWk,premise,96000,Wisma Sanyan,1,OK
336,"Ampang Jaya, Selangor, Malaysia",3.149099,101.7624521,APPROXIMATE,ChIJxRJtZBE3zDERwXp6du_3ja8,"locality,political",,Ampang Point[182],1,OK
337,"G23A, GROUND FLOOR, AXIS ATRIUM SHOPPING MALL, Jalan Cempaka, Taman Cempaka, 68000 Ampang Jaya, Selangor, Malaysia",3.136544,101.7472814,GEOMETRIC_CENTER,ChIJqdxcUVk2zDERTdjv7tDahDE,"establishment,point_of_interest,store",68000,Axis Atrium,1,OK
338,"Jalan Dagang 5, Taman Dagang, 68000 Ampang, Selangor, Malaysia",3.1469408,101.7557673,ROOFTOP,ChIJxV2O5_42zDERDLZBbx_QiE8,"establishment,premise",68000,Galaxy Ampang[183],1,OK
339,"Pandan Indah, Kuala Lumpur, Selangor, Malaysia",3.133892,101.7516751,APPROXIMATE,ChIJl0jdhl82zDERxwdeiUsYbds,"political,sublocality,sublocality_level_1",,Pandan Capital Mall[184],1,OK
340,,,,,,,,Spectrum Shopping Mall[185],0,ZERO_RESULTS
341,"Bangi Gateway, Seksyen 15, 43650 Bandar Baru Bangi, Selangor, Malaysia",2.9331218,101.765914,GEOMETRIC_CENTER,ChIJESPI7RLJzTEREW49D-1gnO0,route,43650,Bangi Gateway[186],1,OK
342,"Jalan Wawasan, Kawasan Institusi Bangi, 43009 Kajang, Selangor, Malaysia",2.9795931,101.7386002,GEOMETRIC_CENTER,ChIJMTcVN0DKzTERc3NVDHww7sU,"establishment,point_of_interest,shopping_mall",43009,De Centrum Mall,1,OK
343,"Kompleks EVO, jalan Medan 2D, Seksyen 9, 43650 Bandar Baru Bangi, Selangor, Malaysia",2.9627284,101.7554702,GEOMETRIC_CENTER,ChIJ0YrAtNLLzTERiE7ySrs-oPs,"establishment,point_of_interest,shopping_mall",43650,Evo Bangi [187],1,OK
344,,,,,,,,�ON Cheras Selatan Shopping Centre,0,ZERO_RESULTS
345,"Jalan Temenggung 21/9, Bandar Mahkota Cheras, 43200 Cheras, Selangor, Malaysia",3.0549073,101.7871801,GEOMETRIC_CENTER,ChIJTWnJM5g0zDER4f59d-KJlmk,"establishment,point_of_interest,shopping_mall",43200,BMC Mall (recently AEON Makhota Cheras)[188],2,OK
346,"Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",2.9220548,101.650968,GEOMETRIC_CENTER,ChIJn_QIW_u2zTERR19CqNnhQCA,"establishment,point_of_interest,shopping_mall",63000,D'Pulze Shopping Centre[189],1,OK
347,"Persiaran Sepang, Cyber 11, 63000 Cyberjaya, Selangor, Malaysia",2.9222215,101.6344813,GEOMETRIC_CENTER,ChIJyxGIeNu2zTERFbLcWSCIHKA,"establishment,point_of_interest,shopping_mall",63000,Gem In Mall[190],1,OK
348,"Shaftsbury Square, 63000 Cyberjaya, Selangor, Malaysia",2.922597,101.6618951,APPROXIMATE,ChIJG3xmI1a2zTERGiNTMW1dQS8,"political,sublocality,sublocality_level_1",63000,Shaftsbury Square Cyberjaya[191],1,OK
349,"8, Jalan Jelok Indah 9, Taman Jelok Indah, 43000 Kajang, Selangor, Malaysia",2.9916367,101.793722,ROOFTOP,ChIJCRzZkH3MzTER3oaPdPiLtVQ,"establishment,point_of_interest,shopping_mall",43000,Metro Point Kajang[192],1,OK
350,"4, Jln Tun Abdul Aziz, Seksyen 1, 43000 Kajang, Selangor, Malaysia",2.991358,101.7892036,ROOFTOP,ChIJ1d1T94LLzTERtdPxjbCKA4I,"establishment,point_of_interest,shopping_mall",43000,Plaza Metro Kajang[193],1,OK
351,"Klang, Selangor, Malaysia",3.044917,101.4455621,APPROXIMATE,ChIJz4H-T0xTzDERFEXVL3f1Yes,"locality,political",,�ON Bukit Tinggi Shopping Centre at Klang,1,OK
352,"Persiaran Bukit Raja 2, Bandar Baru Klang, 41150 Klang, Selangor, Malaysia",3.0600703,101.4722809,GEOMETRIC_CENTER,ChIJ-RCB3RtTzDERgjFNARnOeLg,"establishment,point_of_interest,shopping_mall",41150,�ON Mall Bukit Raja,1,OK
353,"No 1, Persiaran Batu Nilam 1/Ks6, Bandar Bukit Tinggi 2, 41200 Klang, Selangor, Malaysia",2.9942378,101.4443991,GEOMETRIC_CENTER,ChIJVWTHIH2szTERTPzLGKUrqp8,"establishment,health,pharmacy,point_of_interest,store",41200,�ON Mall Bukit Tinggi,1,OK
354,,,,,,,,Centro Mall[194],0,ZERO_RESULTS
355,"Jalan Klang Sentral, Klang Sentral, Meru, 41050 Klang, Selangor, Malaysia",3.107785,101.4393626,GEOMETRIC_CENTER,ChIJTdnufvlTzDERZQvBWAsIeiQ,"establishment,point_of_interest,shopping_mall",41050,Galleri Klang Sentral,1,OK
356,"Jalan Kasuarina 1, Bandar Botanik, 41200 Klang, Selangor, Malaysia",2.9907943,101.449589,GEOMETRIC_CENTER,ChIJAe8qC2OszTERJkZ2cS77y9Q,"establishment,point_of_interest,shopping_mall",41200,GM Klang Wholesale City[195],1,OK
357,"23094 Perdido Beach Blvd, Orange Beach, AL 36561, USA",30.257597,-87.630054,ROOFTOP,ChIJf6SKkzwEmogRDPEUqGu7wwU,"establishment,point_of_interest,real_estate_agency",36561,Harbour Place,1,OK
358,"No. 2112, KM2, Jalan Meru, Kawasan 17, 41050 Klang, Selangor, Malaysia",3.0637778,101.4536951,ROOFTOP,ChIJd3HmqG1TzDER96-aEJZcJME,"establishment,point_of_interest,shopping_mall",41050,Klang Parade[196],1,OK
359,,,,,,,,KSL Esplanade Mall[197] (Opening in 2022),0,ZERO_RESULTS
360,"Jalan Raja Hassan, Kawasan 18, 41300 Klang, Selangor, Malaysia",3.048351,101.4473993,GEOMETRIC_CENTER,ChIJQcIJ_kRTzDER2eg--Tj2UgE,"establishment,point_of_interest,shopping_mall",41300,Shaw Centrepoint[198],1,OK
361,,,,,,,,Central Plaza[199],0,ZERO_RESULTS
362,"City Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",3.1489718,101.6161233,ROOFTOP,ChIJL-Qvn9JOzDERBLmeTTrrgf0,"establishment,point_of_interest,shopping_mall",47800,1 Utama Shopping Centre in Petaling Jaya,1,OK
363,"City Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",3.1489718,101.6161233,ROOFTOP,ChIJL-Qvn9JOzDERBLmeTTrrgf0,"establishment,point_of_interest,shopping_mall",47800,1 Utama,1,OK
364,"3, Jalan SS 20/27, Damansara Intan, 47400 Petaling Jaya, Selangor, Malaysia",3.1304749,101.6269411,ROOFTOP,ChIJQd-9d0hJzDER65xpZRO9F6c,"establishment,point_of_interest,shopping_mall",47400,3 Damansara Shopping Mall,1,OK
365,"18, Jalan, Persiaran Barat, Seksyen 52 Petaling Jaya, 46050 Petaling Jaya, Selangor, Malaysia",3.105097,101.646955,ROOFTOP,ChIJwVTE-9pLzDERQ5LnvPeHUUo,"establishment,point_of_interest,shopping_mall",46050,Amcorp Mall,1,OK
366,"Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",3.1270963,101.6165176,GEOMETRIC_CENTER,ChIJ8bk3pUxJzDERrFejLGpKfIg,"establishment,point_of_interest,shopping_mall",47400,Atria Shopping Gallery[200],1,OK
367,"8, Jalan PJU 8/1, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",3.1663882,101.6155812,ROOFTOP,ChIJSSPTRTNPzDERMd8kDLrK8VI,"establishment,point_of_interest",47820,Empire City Mall,1,OK
368,"D - 2, 7, Jalan PJU 1a/4, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",3.1100758,101.5865602,ROOFTOP,ChIJpbkDxCZMzDERkKzyJKOd8Ko,"establishment,point_of_interest,shopping_mall",47301,Evolve Concept Mall[201],1,OK
369,"2, Jalan PJU 7/2, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",3.1571794,101.6128229,ROOFTOP,ChIJlSyJwCtPzDERZF0AU9hYoL8,"establishment,furniture_store,home_goods_store,point_of_interest,shopping_mall,store",47800,IPC Shopping Centre,1,OK
370,"72A, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",3.1184035,101.6354371,ROOFTOP,ChIJe9aC1F1JzDERgZCaZVmX0fc,"establishment,point_of_interest,shopping_mall",46200,Jaya One,1,OK
371,"Jalan 14/17, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",3.1091099,101.637092,GEOMETRIC_CENTER,ChIJL1DQlOBLzDERdyz6BPjUSxY,"establishment,food,grocery_or_supermarket,point_of_interest,shopping_mall,store,supermarket",46100,Jaya Shopping Centre,1,OK
372,"1, Jalan SS 7/26a, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",3.1051171,101.5959701,ROOFTOP,ChIJDZNKSRhMzDERhJVpBl2HvHU,"establishment,point_of_interest,shopping_mall",47301,Paradigm Mall Petaling Jaya,1,OK
373,"No. 2, Jalan PJU 5/14, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",3.1508855,101.5917163,ROOFTOP,ChIJMaQVaOBOzDER9CQ0pux-nz4,"establishment,point_of_interest,shopping_mall",47810,Sunway Giza[202],1,OK
374,"Lot G-01 ;; 1, 01, Jalan PJU 7/3, Mutiara Damansara, 47820 Petaling Jaya, Selangor, Malaysia",3.1579199,101.6120082,ROOFTOP,ChIJL2McUClPzDERAKfQzz0msNs,"establishment,point_of_interest,shopping_mall",47820,The Curve,1,OK
375,,,,,,,,The Starling[203],0,ZERO_RESULTS
376,"Unit CC, 29 No, 2A, Persiaran Surian, Tropicana Indah, 47810 Petaling Jaya, Selangor, Malaysia",3.1489235,101.5950226,ROOFTOP,ChIJURCa6nxPzDERIbpqvPUmBMw,"establishment,point_of_interest,shopping_mall",47810,Tropicana Gardens Mall[204],1,OK
377,"Persiaran Anggun, 48000 Rawang, Selangor, Malaysia",3.3234398,101.541222,GEOMETRIC_CENTER,ChIJ0xeC-NlCzDERcJK6IIeTnt8,route,48000,�ON Rawang Anggun Shopping Centre,1,OK
378,,,,,,,,Selayang Mall[205],0,ZERO_RESULTS
379,"Jln Lingkaran Tengah 2, Taman Selayang Jaya, 68100 Batu Caves, Selangor, Malaysia",3.2408435,101.6483265,GEOMETRIC_CENTER,ChIJG7bWIPBGzDERBpPcVFu_oXk,"establishment,point_of_interest,shopping_mall",68100,Selayang Capitol Complex[206],1,OK
380,"B-07-L1 Block B, Jln Ecohill 1/2, Setia EcoHill, 43500 Semenyih, Selangor, Malaysia",2.9245756,101.8543046,GEOMETRIC_CENTER,ChIJ10YMNEXOzTERYqwbGcqTSaw,"establishment,general_contractor,point_of_interest",43500,Ecohill Walk Mall[207],1,OK
381,"Lbh KLIA Extension, 43900 Klia, Selangor, Malaysia",2.7440889,101.6856391,GEOMETRIC_CENTER,ChIJT9FTwpW_zTERH9f-OJEKg0Q,"establishment,point_of_interest,shopping_mall",43900,Gateway@klia2[208],1,OK
382,"Persiaran Komersial, KLIA, 64000 Sepang, Selangor, Malaysia",2.7794185,101.6768964,ROOFTOP,ChIJDXMXsz2_zTERvT6djfbjm9w,"establishment,point_of_interest,shopping_mall",64000,Mitsui Outlet Park KLIA Sepang[209],1,OK
383,"Taman Equine, 43300 Seri Kembangan, Selangor, Malaysia",3.003022000000001,101.679111,APPROXIMATE,ChIJ-eiR9g61zTERdzia4GVdpQY,"political,sublocality,sublocality_level_1",43300,�ON Taman Equine Shopping Centre,1,OK
384,"Lot No. S2.72(D2), 2nd Floor, South City Plaza Persiaran Serdang Perdana Seksyen 1, Taman Serdang Perdana, 43300 Seri Kembangan, Selangor, Malaysia",3.028645,101.709432,GEOMETRIC_CENTER,ChIJp2lg1avKzTERSIwZUO-zjaU,"establishment,point_of_interest,shopping_mall",43300,South City Plaza[210],1,OK
385,,,,,,,,The Mines[211],0,ZERO_RESULTS
386,"Management Office, Unit T2-3A-3 & Unit T2-3A-3A level 3A IOI City Tower Two Lebuh IRC, Ioi Resort, 62502 Putrajaya, Selangor, Malaysia",2.9706561,101.7136778,GEOMETRIC_CENTER,ChIJQWjHIQzKzTERgAEUgEQ4mCw,"establishment,point_of_interest,shopping_mall",62502,IOI City Mall,1,OK
387,"Shah Alam, Selangor, Malaysia",3.073281,101.518461,APPROXIMATE,ChIJx70qk4tNzDERxZGwq4XgZW4,"locality,political",,�ON Mall Shah Alam,1,OK
388,"no 1-3 first floor UTC Selangor/Anggerik Mall, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",3.0712092,101.5199959,GEOMETRIC_CENTER,ChIJrbQvOIFSzDERMQTWyIJi8Nw,"establishment,point_of_interest",40000,Anggerik Mall[212],1,OK
389,"No. 1, Persiaran Multimedia, Seksyen 7, Jalan Plumbum 7/102, I-City, 40000 Shah Alam, Selangor, Malaysia",3.0624082,101.4817408,GEOMETRIC_CENTER,ChIJxV2SUPtSzDERQ4GW7znn1UY,"establishment,point_of_interest,shopping_mall",40000,Central i-City[213],1,OK
390,"1, Jln Serai Wangi M 16/M, Alam Avenue, 40000 Shah Alam, Selangor, Malaysia",3.0569058,101.4897535,ROOFTOP,ChIJNaLb6edSzDERj3ZtohlkhuU,"establishment,point_of_interest,shopping_mall",40000,IRDKL Mall[214],1,OK
391,"Persiaran Tasik, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",3.0706628,101.5172543,GEOMETRIC_CENTER,ChIJQ435kYZSzDERvs0A5EFX4Xs,"establishment,point_of_interest,shopping_mall",40000,Kompleks PKNS Shah Alam[215],1,OK
392,"7, Jalan Pinang A 18/A, Seksyen 18, 40200 Shah Alam, Selangor, Malaysia",3.0436554,101.516821,ROOFTOP,ChIJka7DoAJTzDERZO_3XaYyHms,"establishment,point_of_interest,shopping_mall",40200,Ole-Ole Shopping Centre[216],1,OK
393,"2, Jl. Tengku Ampuan Zabedah E 9/E, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",3.0843375,101.5233174,ROOFTOP,ChIJcfEk6RFTzDERL5TjHL_r0nw,"establishment,point_of_interest,shopping_mall",40100,Plaza Shah Alam[217],1,OK
394,"Jalan Majlis, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",3.0740457,101.5171885,GEOMETRIC_CENTER,ChIJNy-J1MxTzDERrouDLlllAdA,"establishment,point_of_interest,shopping_mall",40000,Plaza Alam Sentral,1,OK
395,"14/9, Jalan Perbadanan, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",3.0717582,101.5183003,ROOFTOP,ChIJU93Z2oZSzDERszvBCDApVBo,"establishment,point_of_interest,shopping_mall",40000,SACC Mall Shah Alam[218],1,OK
396,"Persiaran Setia Dagang, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",3.1094722,101.4602182,GEOMETRIC_CENTER,ChIJU_KM2n9SzDERdHKiiYBVsyM,"establishment,point_of_interest,shopping_mall",40170,Setia City Mall[219],1,OK
397,"No.3, Jln Zuhal U5/177, Bandar Pinggiran Subang, 40150 Shah Alam, Selangor, Malaysia",3.1546675,101.5537169,ROOFTOP,ChIJS-J9QLNPzDERY3uv7tysDw0,"establishment,point_of_interest,shopping_mall",40150,Star Avenue Lifestyle Mall[220],1,OK
398,"B1, 13-01, Persiaran Pasak Bumi, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",3.1114404,101.5522942,ROOFTOP,ChIJTYx-bnFNzDERLgZPqUXiw1k,"establishment,point_of_interest,shopping_mall",40150,Space U8 Mall,1,OK
399,"1, Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",3.0580052,101.5925509,ROOFTOP,ChIJF_wzeSBNzDERefV2CNjNvUQ,"establishment,point_of_interest,shopping_mall",47600,Da Men Mall[221],1,OK
400,"Main Entrance, Jalan SS 16/1, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",3.0817783,101.5828038,GEOMETRIC_CENTER,ChIJ1dO4iFpMzDERNDCXYKfbsSg,"establishment,point_of_interest,shopping_mall",47500,Empire Shopping Gallery,1,OK
401,"23, Lebuhraya Damansara - Puchong, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",3.0449441,101.6180882,ROOFTOP,ChIJY59uVFhLzDERnI07aUhL3VY,"establishment,premise",47100,IOI Mall Puchong Jaya,1,OK
402,"43-1, Jalan Bandar 1, Pusat Bandar Puchong, 47100 Puchong, Selangor, Malaysia",3.0349072,101.6174684,ROOFTOP,ChIJjQoIN1VLzDER4HIaxSiSsxI,"establishment,hair_care,point_of_interest",47100,M Square Puchong [222],1,OK
403,"2800 N Main St, Santa Ana, CA 92705, USA",33.7752056,-117.8704169,ROOFTOP,ChIJBVVt3M7Z3IARJ6df5O1VA5c,"establishment,point_of_interest,shopping_mall",92705,Main Place Mall [223],1,OK
404,"Jalan USJ 25/1, One City, 47650 Subang Jaya, Selangor, Malaysia",3.0212221,101.5803981,GEOMETRIC_CENTER,ChIJtfulXJZMzDERXJS9tSOaiGM,"establishment,point_of_interest,real_estate_agency,shopping_mall",47650,One City Mall[224],1,OK
405,"Jla SS 15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",3.0774824,101.5866001,GEOMETRIC_CENTER,ChIJ_VJGQVlMzDERCBLSw3Cupz4,"establishment,food,point_of_interest,restaurant,shopping_mall",47500,SS15 Courtyard[226],1,OK
406,"Jalan Kemajuan Subang, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",3.0814893,101.5851028,GEOMETRIC_CENTER,ChIJH4fKE1tMzDERdH2TyRMZgSY,"establishment,point_of_interest,shopping_mall",47500,Subang Parade,1,OK
407,"3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",3.0720837,101.6063455,ROOFTOP,ChIJm21YdodMzDERJW_y1EmlGV4,"establishment,point_of_interest,shopping_mall",47500,Sunway Pyramid,1,OK
408,"Summit USJ, Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",3.0602399,101.593544,GEOMETRIC_CENTER,ChIJAWRCs-xMzDERGXu15ptW7D8,"establishment,point_of_interest,shopping_mall",47600,The Summit USJ [227],1,OK
409,"The 19 USJ City Mall, Persiaran Kewajipan, Usj 19, 47620 Subang Jaya, Selangor, Malaysia",3.0325404,101.5888407,GEOMETRIC_CENTER,ChIJ08HolDSzzTERfe2RqBdEDdQ,"establishment,point_of_interest,shopping_mall",47620,Pallazo 19 Mall (formerly known as The 19 USJ City Mall) [228],1,OK
410,"Quayside, 42500 Telok Panglima Garang, Selangor, Malaysia",2.9566395,101.5525031,GEOMETRIC_CENTER,ChIJq9RAz1ezzTERX4EZ4ZVN5VI,"establishment,point_of_interest,shopping_mall",42500,Quayside Mall[229],1,OK
411,"Persiaran Eco Sanctuary, 8/3, Eco Santuari, 42500, Selangor, Malaysia",2.9442869,101.5427859,GEOMETRIC_CENTER,ChIJRR75e1SxzTERbUXBx4_nSVI,"establishment,point_of_interest,shopping_mall",42500,Sanctuary Mall[230],1,OK
412,"Jalan Da Omar, Kampung Gong Pauh, 24000 Kemaman, Terengganu, Malaysia",4.232841,103.421785,GEOMETRIC_CENTER,ChIJ0dYaB-SGyDERLVS6QJvRrb8,"establishment,point_of_interest,shopping_mall",24000,Kemaman Centre Point[231],1,OK
413,,,,,,,,Paya Bunga Square/Sentral[233],0,ZERO_RESULTS
414,"Lot PT4191 Muara Selatan, 20000 Kuala Terengganu, Terengganu, Malaysia",5.3332612,103.1495059,GEOMETRIC_CENTER,ChIJsXelPXW-tzERYxhXmmMxymc,"establishment,point_of_interest,shopping_mall",20000,KTCC Mall[234],1,OK
415,"Jalan Sultan Zainal Abidin, Kampung Surau Pasir, 20000 Kuala Terengganu, Terengganu, Malaysia",5.3371109,103.1447959,GEOMETRIC_CENTER,ChIJYUG829i9tzER8HhywxmbRlE,"establishment,point_of_interest,shopping_mall",20000,Mayang Mall[235] (Opening in Q3 2022),1,OK
